адрес	название	категория	улица	номер дома	широта	долгота	wmid	wikimapia	ссылки	автор	описание
Энгельса_108		индивидуальный жилой дом,строение 19го века	ул. Энгельса	108	47.203157	38.925422	39669141	http://wikimapia.org/39669141/ru/%D1%83%D0%BB-%D0%AD%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D1%81%D0%B0-108		klunny	На три окна без парадной.
Тургеневский_16	Юридический факультет ТИУиЭ	ворота,юридический факультет,модерн,памятник архитектуры (истории),строение 1912 года,объект культурного наследия регионального значения	Тургеневский пер.	16	47.211344	38.932884	25513648	http://wikimapia.org/25513648/ru/%D0%AE%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D1%84%D0%B0%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D0%B5%D1%82-%D0%A2%D0%98%D0%A3%D0%B8%D0%AD	https://sites.google.com/site/istoriceskijtaganrog/frunze-ulica/dom-16	klunny	Ранее на углу Николаевской улицы и Депальдовского переулка стоял небольшой одноэтажный дом, оцениваемый в одну тысячу рублей. Принадлежал он любимцу местных обывателей мировому судье, действительному статскому советнику Юлиану Филипповичу Арбушевскому, вернее его жене Вере Михайловне Мато. Семью дополняли двое детей: сын Михаил (1837-1896) и дочь Надежда, вышедшая замуж за Демосфена Константиновича Дульжер-Логориди. Некоторые потомки этой многочисленной фамилии остались на жительство в Таганроге, другие переехали в Грецию и живут в Афинах. В 1890-х годах дом стал принадлежать полковнику Федору Ковалевскому, затем по прошествии нескольких лет отставному ротмистру Владимиру Трофимовичу Гризову, а уж после него губернскому секретарю Петру Григорьевичу Ладохину. о жизни которого достаточно полно рассказано в книге «Гуляет старый Таганрог». В 1910-х годах его дом на снос приобрел потомственный почетный гражданин города Николай Артемович Тер-Арутюнов. Здесь 18 сентября 1911 года собрались многочисленные гости, которые после освящения места закладки нового здания отправились в ресторан «Континенталь» отметить это знаменательное событие. Построенный Тер-Арутюновым дом в стиле «модерн» отличался полной асимметрией фасада, размерами этажей и формами окон. Это, и двухцветный материал, примененный при облицовке стен здания, обращают внимание проходящих мимо людей. В Первую мировую войну Тер-Арутюнов выполнял обязанности заведующего хозяйственной частью русско-бельгийского госпиталя и заразившись сыпным тифом скончался 1 февраля 1915 года. После его смерти здание приобрел купец 2-й гильдии А.А. Зальцман, сдававший часть дома под нотариальную контору. Вследствие нарушения Германией Брестского договора и развязывания войны, возникла реальная угроза занятия города немецкими войсками. В городе объявили всеобщую мобилизацию и создали штаб военно-революционных сил, который под руководством члена первого большевистского Совета рабочих депутатов В.К. Берзина размещался в этом здании. Здесь были сформированы пулеметная команда и латышский стрелковый отряд, которые 30 апреля 1918 гола в районе поселка Марцево вступили в бой с регулярными частями немецкой армии. После неравного короткого боя незначительные силы революционных отрядов потерпели поражение и отступили, дав возможность немцам занять город. Слева по переулку сохранились ворота 
Петровская_10	Мещанина Буяновского	здание, корпус,ворота,модерн,строение 19го века	Петровская ул.	10	47.206898	38.942578	35710500	http://wikimapia.org/35710500/ru/%D0%9C%D0%B5%D1%89%D0%B0%D0%BD%D0%B8%D0%BD%D0%B0-%D0%91%D1%83%D1%8F%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE		klunny	Дом на три полукруглых окна. Справа ворота в стиле модерн.. Оценивался в 1200 рублей.
Тургеневский_13	Странноприимный дом  Палестинского Общества	индивидуальный жилой дом,памятник архитектуры (истории)	Тургеневский пер.	13	47.211203	38.934369	26429455	http://wikimapia.org/26429455/ru/%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BF%D1%80%D0%B8%D0%B8%D0%BC%D0%BD%D1%8B%D0%B9-%D0%B4%D0%BE%D0%BC-%D0%9F%D0%B0%D0%BB%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D0%9E%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B0		Sandrinho	С 1880-х годов здание оценивалось в 18000 рублей и принадлежало священнику часовни при странноприимном доме Палестинского Общества Якову Мартиниановичу Досычеву (Досичеву). Кроме церковных служб, после отъезда в Крым бывшего заведующего часовней И.И. Чайковского, эту обязанность стал исполнять Яков Мартинианович. Был женат на Елизавете Николаевне, скончавшейся 16 сентября 1903 года от катара желудка в возрасте 58 лет. Обе их дочери Вера и Александр умерли в молодом возрасте. Вера скончалась 16 июля 1886 года в возрасте 19 лет от чахотки, Александра от «воспаления кишок» 26 мая 1898 года, когда ей исполнилось 12 лет. 29 июля 1901 года в газете «Таганрогский вестник» появилось скорбное извещение, что «Священник Иаков Мартинианович и Елизавета Николаевна Досичевы извещают родных, что в сороковой день кончины любезного сына, подпоручика Туркестанского полка Ивана Яковлевича Досичева, будет отслужена панихида в Соборной церкви». Яков Мартинианович скончался от чахотки 13 апреля 1910 года в возрасте 70 лет. После его смерти дом перешел во владение Софьи Яковлевны (Янкелевны) Слученко, супруги таганрогского купца Ивана Тимофеевича. Его отец Тимофей Леонтьевич в 1885 году избирался членом комиссии для наблюдения за городскими начальными училищами, в 1890 году являлся гласным думы, был женат на Аспазии Георгиевне и кроме сына Ивана в семье появились еще сыновья Алексей, Александр и Павел, умерший в 10-летнем возрасте. Алексей Тимофеевич дважды побывал в Успенском соборе, когда в 1900 и 1902 годах присутствовал в качестве крестного отца при рождении дочери Ольги и сына Анатолия, детей супругов свободного художника Валериана Гаэтановича Молла.Вместе с Улановым семья Слученко владела паровой вальцевой мукомольной мельницей, которая неожиданно сгорела в ноябре 1907 года, принеся убыток компаньонам в 20 тысяч рублей.
Чехова_40	Дом дворянки Занаревской	индивидуальный жилой дом,строение 19го века	ул. Чехова	40	47.206332	38.935954	38418212	http://wikimapia.org/38418212/ru/%D0%94%D0%BE%D0%BC-%D0%B4%D0%B2%D0%BE%D1%80%D1%8F%D0%BD%D0%BA%D0%B8-%D0%97%D0%B0%D0%BD%D0%B0%D1%80%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B9		klunny	Здания принадлежали дворянке Елене Занаревской. В начале 20 века дома купил таганрогский мещанин Козьма Григорьевич Юрченко, А в 1910-х годах домики перешли в собственность Андрею Михайловичу Касьянову и оценивались в 8000 рублей. Тут проживали сотрудники таганрогского почтово-телеграфного ведомства: помощник начальника, коллежский советник Яков Павлович Беланов и заведующий отделом писем, коллежский секретарь Василий Викторович Филиппов. Домовладение состоит из двух трехоконных домов. Левый - с парадной. В 21 веке у левого дома надстроен этаж.
1_Надгорная_7		индивидуальный жилой дом,не отображать название,строение 19го века	1-я Надгорная ул.	7	47.199634	38.936586	38277430	http://wikimapia.org/38277430/ru/1-%D1%8F-%D0%9D%D0%B0%D0%B4%D0%B3%D0%BE%D1%80%D0%BD%D0%B0%D1%8F-%D1%83%D0%BB-7		klunny	В основе постройки - дом дореволюционной постройки, на пять окон с парадной. Слева - большой блок пристроек. Так же во дворе был флигель, он уже включен в дом. Точно такой же дом но с заложенной парадной находится на ул. Пушинской №26
Чехова_55	Дом Воскресенской	многоквартирный жилой дом,строение 19го века	ул. Чехова	55	47.206535	38.934026	33084414	http://wikimapia.org/33084414/ru/%D0%94%D0%BE%D0%BC-%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%81%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B9		klunny	До революции — дом Марии Ивановны Воскресенской. Двухэтажный большой дом из красного кирпича
Греческая_95	Лицей № 4	средняя школа,памятник архитектуры (истории),углублённое изучение предметов,строение 1907 года	Греческая ул.	95/2	47.214556	38.932415	8243268	http://wikimapia.org/8243268/ru/%D0%9B%D0%B8%D1%86%D0%B5%D0%B9-%E2%84%96-4	http://tmol.su,http://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D1%83%D0%B1_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE_%D1%81%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%B8%D1%8F_(%D0%A2%D0%B0%D0%B3%D0%B0%D0%BD%D1%80%D0%BE%D0%B3)	klunny	Муниципальное автономное общеобразовательное учреждение. Школа тут с 16 мая 1926 года. Тел. +7 (8634) 38-33-27 Здание по проекту городского архитектора Эмерика. Ранее — клуб общественного собрания 
Глушко_33а	Дом полковника Великопольского	многоквартирный жилой дом,памятник архитектуры (истории),строение 19го века	пер. Антона Глушко	33а	47.209469	38.923687	38177606	http://wikimapia.org/38177606/ru/%D0%94%D0%BE%D0%BC-%D0%BF%D0%BE%D0%BB%D0%BA%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%D0%B0-%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B3%D0%BE	https://skif-tag.livejournal.com/3383727.html	klunny	Дома Деллапорто повторяют этот дом. Таким образом эти четыре дома образуют единый ансамбль. Подробнее: 
Шмидта_21	Дом Т. Ворошилкина	наследие,эклектика,строение 1830-х годов,строение 19го века,объект культурного наследия регионального значения	ул. Шмидта	21	47.210817	38.941749	26429588	http://wikimapia.org/26429588/ru/%D0%94%D0%BE%D0%BC-%D0%A2-%D0%92%D0%BE%D1%80%D0%BE%D1%88%D0%B8%D0%BB%D0%BA%D0%B8%D0%BD%D0%B0	https://lidushka-39.livejournal.com/34850.html	klunny	Здание построено в 1-й пол. XIX в. и является объектом культурного наследия регионального значения: «Дом Т. Ворошилкина» (код 6101303000). Дом, построенный по такому же проекту находится по адресу Итальянский 18 Описание и статья: 
Розы_Люксембург_91		индивидуальный жилой дом,ворота,строение 19го века	ул. Розы Люксембург	91	47.20814	38.920674	38625104	http://wikimapia.org/38625104/ru/%D1%83%D0%BB-%D0%A0%D0%BE%D0%B7%D1%8B-%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3-91		klunny	На три окна, на высоком цоколе. Справа - кованные ворота.
Греческая_104	Дом Алафузова	медицинское учреждение,поликлиника, амбулатория,памятник архитектуры (истории),не отображать название,объект культурного наследия регионального значения	Греческая ул.	104	47.21732	38.928036	9374594	http://wikimapia.org/9374594/ru/%D0%94%D0%BE%D0%BC-%D0%90%D0%BB%D0%B0%D1%84%D1%83%D0%B7%D0%BE%D0%B2%D0%B0		klunny	Дом Алафузова — двух этажное здание расположено на Греческой улице д. 104 в городе Таганроге Ростовской области. Объект культурного наследия регионального значения. Решение № 301 от 18.11.92 года. Здание построено до 1830 года архитектором Ф. Фрапполи. 19декабря 1902 года состоялось заседание Общества таганрогских врачей и ее президент М.И. Милый сообщил, что «членом-соревнователем, почетным гражданином Э. Алафузовым на днях приобретен дом, бывший Алексопуло, по Греческой улице, 90 и приносимый им в дар Обществу Красного Креста, с целью открытия в нем Общины сестер милосердия, стационарной на двадцать коек больницы и амбулатории при ней».
Чехова_157		индивидуальный жилой дом,модерн,строение 19го века	ул. Чехова	157	47.213126	38.913665	25607123	http://wikimapia.org/25607123/ru/%D1%83%D0%BB-%D0%A7%D0%B5%D1%85%D0%BE%D0%B2%D0%B0-157		klunny	Сильно перестроено
Фрунзе_54а		индивидуальный жилой дом,строение 19го века	ул. Фрунзе	54а	47.216032	38.925137	40336502	http://wikimapia.org/40336502/ru/%D1%83%D0%BB-%D0%A4%D1%80%D1%83%D0%BD%D0%B7%D0%B5-54%D0%B0		klunny	На три окна с правой парадной. Слева сохранились ворота.
Александровская_59	Дом Никифора Лосева	индивидуальный жилой дом,ворота,модерн,строение 19го века	Александровская ул.	59	47.211983	38.925847	38188159	http://wikimapia.org/38188159/ru/%D0%94%D0%BE%D0%BC-%D0%9D%D0%B8%D0%BA%D0%B8%D1%84%D0%BE%D1%80%D0%B0-%D0%9B%D0%BE%D1%81%D0%B5%D0%B2%D0%B0		klunny	Первоначально дом принадлежал наследникам купца Никифора Лосева, продавшими его в 1910-х годах врачу-терапевту Георгию Погосовичу (Павловичу) Саладжанцу. Изначально дом на пять окон по фасаду, с каменной аркой ворот слева. В дальнейшем арку ворот разобрали, установили кованные ворота в стиле модерн (сохранились). Среднее окно по фасаду превратили в парадное.
Кузнечная_2		памятник архитектуры (истории),строение 19го века	Кузнечная ул.	2	47.215215	38.917067	39502853	http://wikimapia.org/39502853/ru/%D0%9A%D1%83%D0%B7%D0%BD%D0%B5%D1%87%D0%BD%D0%B0%D1%8F-%D1%83%D0%BB-2		klunny	Особняк, изуродованный.
Шевченко_133	Здание Второго большевистского комитета	индивидуальный жилой дом,наследие,памятник архитектуры (истории),объект культурного наследия регионального значения	ул. Шевченко	133	47.200639	38.924026	23630384	http://wikimapia.org/23630384/ru/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5-%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B5%D0%B2%D0%B8%D1%81%D1%82%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D0%BA%D0%BE%D0%BC%D0%B8%D1%82%D0%B5%D1%82%D0%B0		nikoman	Здание — памятник истории и объект культурного наследия регионального значения: «Мемориальное здание, где работал 2-й большевистский подпольный комитет» (код 6101330000). Место дома семьи Дуровых (артистов цирка). В доме работал 2-й большевистский подпольный комитет.
Греческая_34а	Дом Давидовича	ворота,многоквартирный жилой дом,памятник архитектуры (истории),строение 1897 года,выявленный объект культурного наследия	Греческая ул.	34А	47.208609	38.942619	26429731	http://wikimapia.org/26429731/ru/%D0%94%D0%BE%D0%BC-%D0%94%D0%B0%D0%B2%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87%D0%B0		klunny	Дом одноэтажный, с крыльцом и полуколоннами. Строился по проекту 1897 года для кандидата физико-математического факультета Санкт-Петербургского университета Давида-Шейль Абрама Давидовича. Пр-з № 478 от 18.12.2008 В этом доме живет депутат Геннадий Бородин. В 2010-х годах к зданию надстроена башенка. Слева имеются ворота. До революции в этом доме жил человек, построивший здание главпочтампта.
Чехова_86	Дом Кишкина	многоквартирный жилой дом,памятник архитектуры (истории)	ул. Чехова	86	47.20955	38.926046	38177049	http://wikimapia.org/38177049/ru/%D0%94%D0%BE%D0%BC-%D0%9A%D0%B8%D1%88%D0%BA%D0%B8%D0%BD%D0%B0	https://sites.google.com/site/istoriceskijtaganrog/cehova-ulica/dom-86	klunny	У здания срезан балкон, из-за чего фасад приобрел туповатый вид. Дом принадлежал капитану Якову Кишкину, помещику, получившему по указу императора на побережье Азовского моря между городовым садом и устьем реки Большая Черепаха 30 десятин земли. Ему принадлежали и участки земли в городе по четной стороне Чеховской улицы соседнего 188 квартала. Сын Константин окончил таганрогскую классическую гимназию в 1819 году. 
Розы_Люксембург_30		индивидуальный жилой дом,кирпичная готика,памятник архитектуры (истории),строение 1910-х годов	ул. Розы Люксембург	30	47.206149	38.930828	40656273	http://wikimapia.org/40656273/ru/%D1%83%D0%BB-%D0%A0%D0%BE%D0%B7%D1%8B-%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3-30	https://zen.yandex.ru/media/public_meeting/gotika-taganroga-601fc5845fadcc22a9553028	klunny	Необычный дом с готическими окнами и парадной. Парадная заложена, радиус окон изменен. Красный кирпич. Один из трех домов этого проекта. Два других находятся на ул. Антона Глушко 8 и Карла Либкнехта 79
Петровская_36	Дом городского архитектора Петрова	ворота,многоквартирный жилой дом,памятник архитектуры (истории),строение 1850-х годов	Петровская ул.	36	47.208754	38.939735	26421609	http://wikimapia.org/26421609/ru/%D0%94%D0%BE%D0%BC-%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D0%B0%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0-%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B0	https://sites.google.com/site/istoriceskijtaganrog/petrovskaa-ulica/dom-36	klunny	Аккуратный одноэтажный домик с крыльцом на правом крыле построил для себя в середине XIX века городской архитектор, член попечительного совета по тюрьмам, член комитета по сооружению мостовых титулярный советник Михаил Прокофьевич Петров. В конце 70-х годов домовладение приобрела Софья Михайловна Талалаева, вдова рано умершего губернского секретаря дворянина Николая Александровича. В 1910 годах часть помещения снимал портовый техник, надворный советник Алексей Андреевич Иогансон. После 1917 по 1925 год владельцем дома являлся конторский служащий Е.Л. Сергиенко. Дом на четыре окна с правой парадной. Сохранился оригинальный кованный козырек. 
Чехова_123		ворота,многоквартирный жилой дом,памятник архитектуры (истории),строение 1820-х годов	ул. Чехова	123	47.210048	38.919563	38173993	http://wikimapia.org/38173993/ru/%D1%83%D0%BB-%D0%A7%D0%B5%D1%85%D0%BE%D0%B2%D0%B0-123		klunny	Особняк, информация нуждается в уточнении.
Карла_Либкнехта_45	Дом крестьянина Шаповала	ворота,многоквартирный жилой дом,памятник архитектуры (истории),строение 19го века	ул. Карла Либкнехта	45	47.20464	38.927783	38201980	http://wikimapia.org/38201980/ru/%D0%94%D0%BE%D0%BC-%D0%BA%D1%80%D0%B5%D1%81%D1%82%D1%8C%D1%8F%D0%BD%D0%B8%D0%BD%D0%B0-%D0%A8%D0%B0%D0%BF%D0%BE%D0%B2%D0%B0%D0%BB%D0%B0	https://zen.yandex.ru/media/id/5b7acf73eb70b800a8f8fea1/zabytaia-pamiat-5d1b3e8bef033f00ae2457e4	klunny	Оценивался в 8000 рублей Жил тут Антон Максимович Шаповал, крестьянин. 
Красный_21	Дом Егорова	многоквартирный жилой дом,памятник архитектуры (истории)	Красный пер.	21	47.212185	38.922603	38180348	http://wikimapia.org/38180348/ru/%D0%94%D0%BE%D0%BC-%D0%95%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B0		klunny	Одноэтажное здание на восемь окон. С 1880-х годов и до установления в городе Советской власти принадлежало землевладельцу Николаю Егорову. Семейное положение выяснить не удалось, и по всей вероятности, женат не был. Николай Адрианович Егоров - коллежский советник, мировой судья, гласный городской думы, председатель совета Николаевского детского приюта, окружной предводитель дворянства. Под его именем 24 февраля 1908 года в газете «Таганрогский вестник» появилась осуждающая заметка о недостойном поведении доктора Дивариса. «Милостивый государь, господин редактор! Прошу вас огласить в вашей газете «Таганрогский вестник» факт возмутительной жестокости со стороны лица принадлежащего к интеллигенции: 22-го февраля доктор Диварис, проходя мимо моих ворот по Соборному переулку и увидев в отверстии ворот голову моей собаки, которая вероятно на него залаяла, палкой ударил ее в рот с такой силой, что повредила горло. Ворота были заперты, а поэтому собака не могла сделать какой-либо вред господину Диварису и вызвать с его стороны действия, объяснимые самозащитою. Примите уверения с совершенном к Вам почтении. Николай Егоров».
1_Крепостной_7		индивидуальный жилой дом,строение 1902 года	1-й Крепостной пер.	7	47.206092	38.945634	38603507	http://wikimapia.org/38603507/ru/1-%D0%B9-%D0%9A%D1%80%D0%B5%D0%BF%D0%BE%D1%81%D1%82%D0%BD%D0%BE%D0%B9-%D0%BF%D0%B5%D1%80-7		klunny	Простой дом в три окна, без парадной. Возможно флигель.
Чехова_87	Дом наследников мещанина Алейникова	индивидуальный жилой дом,памятник архитектуры (истории),строение 19го века	ул. Чехова	87	47.208496	38.926532	40550648	http://wikimapia.org/40550648/ru/%D0%94%D0%BE%D0%BC-%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2-%D0%BC%D0%B5%D1%89%D0%B0%D0%BD%D0%B8%D0%BD%D0%B0-%D0%90%D0%BB%D0%B5%D0%B9%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0		klunny	В 1860-х годах его хозяином были наследники мещанина Андрея Алейникова, затем хорунжий Евгений Горбачев. В конце 1890-х голов здание у него купил титулярный советник Аристарх Попов Через несколько лет особняк был продан мещанину Матвею Тимофеевичу Самойленко. Перед Октябрьской революцией дом принадлежал священнику Успенского собора Емельяну Михайловичу Грановскому. Будучи еще священником Митрофаниевской церкви и студентом Екатеринославской духовной семинарии в 1884 году в возрасте 29 лет обвенчался с 29-летней Антониной Васильевной Савицкой, дочерью коллежского регистратора. В семье по меньшей мере родилось восемь детей: Вера (1889), Елизавета (1889), Евгений (1892-1919), Таисия (1894), Николай (1896), Нина (1898), Владимир(1907) и Сергей (1904). В 1908 году Е. М. Грановский задумал открыть в городе собственную частную гимназию 1 -го разряда. Рассмотрев заявление дума дала согласие и к середине следующего года она уже была торжественно открыта. Школа помещалась на Петровской улице, 65 (Петровская 89). На первых порах здесь занималось 25 мальчиков. Сам Емельян Михайлович проживал в доме жены по Итальянскому переулку, 70 (по старой нумерации домов, новая - 76). В 1912 году он также являлся наблюдателем церковно-приходских всех школ как города, так и его округа, преподавал в частном училище профессионального торгового общества. Перед особняком когда-то был сад, сейчас застроенный. Справа (если смотреть лицом на особняк) были конюшни, сейчас переделанные под жилые дома. Домовладение оценивалось в 7200р.
Украинский_8	Музыкальная школа имени П. И. Чайковского	памятник архитектуры (истории),музыкальная школа,выявленный объект культурного наследия,строение 1910-х годов	Украинский пер.	8	47.210823	38.93775	1087220	http://wikimapia.org/1087220/ru/%D0%9C%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F-%D1%88%D0%BA%D0%BE%D0%BB%D0%B0-%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8-%D0%9F-%D0%98-%D0%A7%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE	http://tagandmsh.my1.ru	klunny	Муниципальное бюджетное учреждение дополнительного образования 'Таганрогская детская музыкальная школа имени П.И. Чайковского'. В 1910-х годах здесь выстроили новый, двухэтажный, что видно и потому, что стоимость домовладения выросла более чем в десять раз и стала равной 30000 рублей. Во время Великой Отечественной войны здание сильно пострадало от пожара и при его восстановлении в 1940-х годах был надстроен 3-й этаж. Здание занял Дом политического просвещения (Дом партпроса), затем детская музыкальная школа. Пр-з МК РО № 219.1 от 25.05.07 г. В советское время у здания срезаны балконы. 
Греческая_8		индивидуальный жилой дом,строение 19го века	Греческая ул.	8	47.205203	38.945009	38603523	http://wikimapia.org/38603523/ru/%D0%93%D1%80%D0%B5%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F-%D1%83%D0%BB-8		klunny	
Инструментальная_45	Насосная станция водозабора	насосная станция,нежилое здание,строение 19го века	Инструментальная ул.	45/5	47.196663	38.882924	38687600	http://wikimapia.org/38687600/ru/%D0%9D%D0%B0%D1%81%D0%BE%D1%81%D0%BD%D0%B0%D1%8F-%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F-%D0%B2%D0%BE%D0%B4%D0%BE%D0%B7%D0%B0%D0%B1%D0%BE%D1%80%D0%B0		yggasser	
Некрасовский_103		индивидуальный жилой дом,строение 19го века	Некрасовский пер.	103	47.200431	38.936506	38281466	http://wikimapia.org/38281466/ru/%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80-103		klunny	На три окна
Чехова_101	Дом жены штаб-ротмистра Прохоровой	ворота,строение 19го века,объект культурного наследия регионального значения	ул. Чехова	101	47.209509	38.924583	31353208	http://wikimapia.org/31353208/ru/%D0%94%D0%BE%D0%BC-%D0%B6%D0%B5%D0%BD%D1%8B-%D1%88%D1%82%D0%B0%D0%B1-%D1%80%D0%BE%D1%82%D0%BC%D0%B8%D1%81%D1%82%D1%80%D0%B0-%D0%9F%D1%80%D0%BE%D1%85%D0%BE%D1%80%D0%BE%D0%B2%D0%BE%D0%B9		klunny	Жилой дом, особняк на шесть окон с парадной. Имеются ворота с двух сторон. В 00-х надстроена мансарда. Большой дом (на шесть окон) с левой парадной. До революции оценивался в 10 800 рублей.
Чехова_52	Дом купца Петриченко	ворота,многоквартирный жилой дом,памятник архитектуры (истории),строение 19го века,объект культурного наследия регионального значения,строение 1880-х годов	ул. Чехова	52	47.207075	38.933824	33089834	http://wikimapia.org/33089834/ru/%D0%94%D0%BE%D0%BC-%D0%BA%D1%83%D0%BF%D1%86%D0%B0-%D0%9F%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%B5%D0%BD%D0%BA%D0%BE		klunny	На углу Полицейском улицы и Коммерческого переулка в 1880х годах Дмитрий Петриченко выстроил 2-х этажный дом, владев им до своей смерти, случившейся от гангрены. В дальнейшем здание купила мещанка Александра Никитина Затем его приобрёл Алексей Дрюченко. Последним хозяином дома стал таганрогский мещанин, из крестьян, состоятельный житель города, чьими стараниями и пожертвованиями была построена Петро-Павловская церковь, Петр Петрович Шилов. С 1910-х годов в доме проживал судебный пристав 8-го участка города, титулярный советник Захарий Иванович Клиновский. Здание оценивалось в 21 тысячу рублей. Вдоль переулка сохранилась арка ворот. Сами створки не сохранились - вместо них сделанные в пятидесятых. Не сохранилась и открытая терраса, утрачены оригинальные двери. Само здание, судя по всему, состоит из двух.
Александровская_49	Дом Куцупи	многоквартирный жилой дом,памятник архитектуры (истории)	Александровская ул.	49	47.211193	38.927374	33099926	http://wikimapia.org/33099926/ru/%D0%94%D0%BE%D0%BC-%D0%9A%D1%83%D1%86%D1%83%D0%BF%D0%B8	https://sites.google.com/site/istoriceskijtaganrog/aleksandrovskaa-ulica/dom-49	klunny	 Двухэтажный на шесть окон дом принадлежал наследникам богатого греческого купца второй гильдии Константину Куцупи, державшему в городе в 1830-х годах торговлю российским и заграничным товарами. На этот период времени в семье воспитывались сын Фемистокл (1826- 1868) и дочь Мария (1828- 1874). В дальнейшем на свет появились Екатерина, Иван и Георгий, в 1869 году обручившийся в Греческой церкви с Александрой Авраамовной Марченко. Балкон не так давно изуродован.
Красный_17	Дом Камбици	многоквартирный жилой дом,строение 19го века,объект культурного наследия регионального значения	Красный пер.	17	47.212586	38.922742	39196730	http://wikimapia.org/39196730/ru/%D0%94%D0%BE%D0%BC-%D0%9A%D0%B0%D0%BC%D0%B1%D0%B8%D1%86%D0%B8		klunny	
Розы_Люксембург_57		индивидуальный жилой дом,строение 19го века	ул. Розы Люксембург	57	47.206784	38.925611	39669214	http://wikimapia.org/39669214/ru/%D1%83%D0%BB-%D0%A0%D0%BE%D0%B7%D1%8B-%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3-57		klunny	Дом на пять окон с правой заложенной парадной.
Пушкинская_18	Дом Решетько	индивидуальный жилой дом,памятник архитектуры (истории),строение 1907 года	Пушкинская ул.	18	47.200855	38.933549	38021131	http://wikimapia.org/38021131/ru/%D0%94%D0%BE%D0%BC-%D0%A0%D0%B5%D1%88%D0%B5%D1%82%D1%8C%D0%BA%D0%BE		klunny	До революции (в 1907 году) дом начал строить унтер-офицер Викентий Подгайский. Недостроенный дом в 1914 году купил купец Герасим Решетько и достроил. Семья Решетько живет тут до сих пор.
